#Thorlabs FTS
[SpectrumHeader]
#Date;20200827
#Time;14553647
#GMTTime;12553647
#XAxisUnit;nm_air
#YAxisUnit;cal_intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;300.000000
#TriggerMode;0
#InterferometerSerial;M00300454
#Source;
#AirMeasureOpt;0
#WnrMin;13475.041016
#WnrMax;31108.802734
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#Instrument;0
#InstrModel;CCS100
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
3.214524231e+02;0.000000000e+00
3.215594788e+02;0.000000000e+00
3.216665344e+02;0.000000000e+00
3.217735901e+02;0.000000000e+00
3.218806458e+02;0.000000000e+00
3.219877319e+02;-0.000000000e+00
3.220948181e+02;-0.000000000e+00
3.222019043e+02;0.000000000e+00
3.223089905e+02;-0.000000000e+00
3.224161072e+02;0.000000000e+00
3.225231934e+02;0.000000000e+00
3.226303406e+02;0.000000000e+00
3.227374573e+02;-0.000000000e+00
3.228445740e+02;0.000000000e+00
3.229517212e+02;0.000000000e+00
3.230588684e+02;0.000000000e+00
3.231660461e+02;0.000000000e+00
3.232731934e+02;0.000000000e+00
3.233803711e+02;0.000000000e+00
3.234875488e+02;0.000000000e+00
3.235947571e+02;-0.000000000e+00
3.237019348e+02;0.000000000e+00
3.238091431e+02;0.000000000e+00
3.239163513e+02;-0.000000000e+00
3.240235596e+02;0.000000000e+00
3.241307983e+02;0.000000000e+00
3.242380371e+02;0.000000000e+00
3.243452759e+02;0.000000000e+00
3.244525146e+02;0.000000000e+00
3.245597839e+02;0.000000000e+00
3.246670227e+02;0.000000000e+00
3.247743225e+02;0.000000000e+00
3.248815918e+02;0.000000000e+00
3.249888611e+02;0.000000000e+00
3.250961609e+02;0.000000000e+00
3.252034607e+02;0.000000000e+00
3.253107605e+02;0.000000000e+00
3.254180908e+02;0.000000000e+00
3.255254211e+02;0.000000000e+00
3.256327515e+02;0.000000000e+00
3.257400818e+02;0.000000000e+00
3.258474426e+02;0.000000000e+00
3.259547729e+02;0.000000000e+00
3.260621338e+02;0.000000000e+00
3.261695251e+02;0.000000000e+00
3.262768860e+02;0.000000000e+00
3.263842773e+02;0.000000000e+00
3.264916687e+02;0.000000000e+00
3.265990601e+02;-0.000000000e+00
3.267064819e+02;0.000000000e+00
3.268138733e+02;0.000000000e+00
3.269212952e+02;0.000000000e+00
3.270287170e+02;0.000000000e+00
3.271361694e+02;0.000000000e+00
3.272436218e+02;0.000000000e+00
3.273510742e+02;0.000000000e+00
3.274585266e+02;0.000000000e+00
3.275659790e+02;0.000000000e+00
3.276734619e+02;0.000000000e+00
3.277809448e+02;0.000000000e+00
3.278884277e+02;0.000000000e+00
3.279959106e+02;0.000000000e+00
3.281034241e+02;0.000000000e+00
3.282109375e+02;-0.000000000e+00
3.283184509e+02;-0.000000000e+00
3.284259644e+02;0.000000000e+00
3.285335083e+02;-0.000000000e+00
3.286410522e+02;0.000000000e+00
3.287485962e+02;0.000000000e+00
3.288561401e+02;0.000000000e+00
3.289637146e+02;0.000000000e+00
3.290712891e+02;0.000000000e+00
3.291788635e+02;0.000000000e+00
3.292864380e+02;0.000000000e+00
3.293940430e+02;0.000000000e+00
3.295016479e+02;0.000000000e+00
3.296092529e+02;0.000000000e+00
3.297168579e+02;0.000000000e+00
3.298244934e+02;0.000000000e+00
3.299320984e+02;0.000000000e+00
3.300397339e+02;0.000000000e+00
3.301473999e+02;-0.000000000e+00
3.302550354e+02;0.000000000e+00
3.303627014e+02;-0.000000000e+00
3.304703674e+02;-0.000000000e+00
3.305780334e+02;0.000000000e+00
3.306857300e+02;0.000000000e+00
3.307934265e+02;-0.000000000e+00
3.309011230e+02;-0.000000000e+00
3.310088196e+02;0.000000000e+00
3.311165161e+02;0.000000000e+00
3.312242432e+02;-0.000000000e+00
3.313319702e+02;-0.000000000e+00
3.314396973e+02;0.000000000e+00
3.315474243e+02;0.000000000e+00
3.316551819e+02;0.000000000e+00
3.317629395e+02;0.000000000e+00
3.318706970e+02;0.000000000e+00
3.319784851e+02;0.000000000e+00
3.320862427e+02;0.000000000e+00
3.321940308e+02;-0.000000000e+00
3.323018188e+02;0.000000000e+00
3.324096375e+02;0.000000000e+00
3.325174255e+02;0.000000000e+00
3.326252441e+02;0.000000000e+00
3.327330627e+02;0.000000000e+00
3.328408813e+02;0.000000000e+00
3.329487305e+02;0.000000000e+00
3.330565796e+02;0.000000000e+00
3.331644287e+02;0.000000000e+00
3.332722778e+02;0.000000000e+00
3.333801575e+02;0.000000000e+00
3.334880066e+02;0.000000000e+00
3.335958862e+02;0.000000000e+00
3.337037964e+02;0.000000000e+00
3.338116760e+02;0.000000000e+00
3.339195862e+02;0.000000000e+00
3.340274963e+02;0.000000000e+00
3.341354065e+02;0.000000000e+00
3.342433167e+02;-0.000000000e+00
3.343512573e+02;0.000000000e+00
3.344591980e+02;0.000000000e+00
3.345671387e+02;0.000000000e+00
3.346751099e+02;-0.000000000e+00
3.347830505e+02;0.000000000e+00
3.348910217e+02;0.000000000e+00
3.349989929e+02;0.000000000e+00
3.351069946e+02;-0.000000000e+00
3.352149658e+02;0.000000000e+00
3.353229675e+02;-0.000000000e+00
3.354309692e+02;0.000000000e+00
